From	Entry	Entry Name	Gene Names	Protein names	EC number	Reviewed
AT5G48300	P55228	GLGS_ARATH	APS1 ADG1 APS At5g48300 K23F3.2	Glucose-1-phosphate adenylyltransferase small subunit, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase B) (Alpha-D-glucose-1-phosphate adenyl transferase)	2.7.7.27	reviewed
AT5G48370	A0A1R7T3J1	A0A1R7T3J1_ARATH	At5g48370 K23F3.9 K23F3_9	Thioesterase/thiol ester dehydrase-isomerase superfamily protein		unreviewed
AT5G48370	A0A654G9F2	A0A654G9F2_ARATH	At5g48370 AN1_LOCUS25073	HotDog ACOT-type domain-containing protein		unreviewed
AT5G48370	A0A7G2FJ24	A0A7G2FJ24_ARATH	At5g48370 AT9943_LOCUS21625	(thale cress) hypothetical protein		unreviewed
AT5G48375	Q3E8E5	BGL39_ARATH	TGG3 BGLU39 At5g48375 K23F3	Putative myrosinase 3 (EC 3.2.1.147) (Beta-glucosidase 39) (AtBGLU39) (Sinigrinase 3) (Thioglucosidase 3)	3.2.1.147	reviewed
AT5G48380	Q9ASS4	Y5838_ARATH	At5g48380 K23F3.10 MJE7.1	Probably inactive leucine-rich repeat receptor-like protein kinase At5g48380		reviewed
AT5G48480	Q9LV66	Y5848_ARATH	At5g48480 MJE7.12	Uncharacterized protein At5g48480		reviewed
AT5G48540	Q9LV60	CRR55_ARATH	CRRSP55 At5g48540 MJE7.18	Cysteine-rich repeat secretory protein 55		reviewed
AT5G48580	Q38936	FK152_ARATH	FKBP15-2 At5g48580 K15N18.5	Peptidyl-prolyl cis-trans isomerase FKBP15-2 (PPIase FKBP15-2) (EC 5.2.1.8) (15 kDa FK506-binding protein) (15 kDa FKBP) (FK506-binding protein 15-2) (AtFKBP15-2) (FK506-binding protein 2-2) (Immunophilin FKBP15-2) (Rotamase)	5.2.1.8	reviewed
AT5G48620	Q9FJK8	RP8L4_ARATH	RPP8L4 At5g48620 K15N18.9	Probable disease resistance RPP8-like protein 4		reviewed
AT5G48680	A0A7G2FEM0	A0A7G2FEM0_ARATH	At5g48680 AT9943_LOCUS21659	(thale cress) hypothetical protein		unreviewed
AT5G48760	Q9FKC0	R13A4_ARATH	RPL13AD At5g48760 K24G6.9	Large ribosomal subunit protein uL13w (60S ribosomal protein L13a-4)		reviewed
AT5G48790	A0A178UIU7	A0A178UIU7_ARATH	At5g48790 AXX17_At5g47470 AT9943_LOCUS21668 C24_LOCUS24954	(thale cress) hypothetical protein		unreviewed
AT5G48790	Q9FKB7	Q9FKB7_ARATH	At5g48790 K24G6.12 K24G6_12	LOW PSII ACCUMULATION protein (DUF1995)		unreviewed
AT5G48810	Q9ZWT2	CYB5D_ARATH	CYTB5-D B5-B CB5-B CB5-D At5g48810 K24G6.14	Cytochrome B5 isoform D (AtCb5-D) (Cytochrome b5 isoform B) (AtCb5-B)		reviewed
AT5G48840	Q9FKB3	PANC_ARATH	At5g48840 K24G6.18	Pantoate--beta-alanine ligase (EC 6.3.2.1) (Pantoate-activating enzyme) (Pantothenate synthetase)	6.3.2.1	reviewed
AT5G48870	Q9FKB0	LSM5_ARATH	LSM5 SAD1 At5g48870 K24G6.21	Sm-like protein LSM5 (AtLSM5) (Protein SUPERSENSITIVE TO ABA AND DROUGHT 1) (AtSAD1) (U6 snRNA-associated Sm-like protein LSM5)		reviewed
AT5G48880	Q570C8	THIK5_ARATH	KAT5 At5g48880 K24G6.22	3-ketoacyl-CoA thiolase 5, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase 5) (Beta-ketothiolase 5) (Peroxisomal 3-oxoacyl-CoA thiolase 5)	2.3.1.16	reviewed
AT5G48880	A0A178UD50	A0A178UD50_ARATH	At5g48880 AXX17_At5g47550	acetyl-CoA C-acyltransferase (EC 2.3.1.16)	2.3.1.16	unreviewed
AT5G48930	Q9FI78	HST_ARATH	HST HCT At5g48930 K19E20.4	Shikimate O-hydroxycinnamoyltransferase (EC 2.3.1.133) (Hydroxycinnamoyl transferase) (AtHCT) (Hydroxycinnamoyl-Coenzyme A shikimate/quinate hydroxycinnamoyltransferase)	2.3.1.133	reviewed
AT5G48960	F4K3A9	F4K3A9_ARATH	At5g48960 K19E20.8 K19E20_8	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase		unreviewed
AT5G49030	Q8RXK8	SYIM_ARATH	OVA2 At5g49030 K19E20.18	Isoleucine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS) (Protein OVULE ABORTION 2)	6.1.1.5	reviewed
AT5G49030	F4K4Q2	F4K4Q2_ARATH	OVA2 ovule abortion 2 At5g49030 K19E20.18 K19E20_18	isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)	6.1.1.5	unreviewed
AT5G49215	Q0WMI7	Q0WMI7_ARATH	At5g49215	Pectin lyase-like superfamily protein		unreviewed
AT5G49215	Q8RX04	Q8RX04_ARATH	At5g49215	Pectin lyase-like superfamily protein		unreviewed
AT5G49220	A0A178UF50	A0A178UF50_ARATH	At5g49220 AXX17_At5g47950 AT9943_LOCUS21705 C24_LOCUS25001	(thale cress) hypothetical protein		unreviewed
AT5G49360	Q9FGY1	BXL1_ARATH	BXL1 XYL1 At5g49360 K7J8.3	Beta-D-xylosidase 1 (AtBXL1) (EC 3.2.1.-) (Alpha-L-arabinofuranosidase) (EC 3.2.1.55)	3.2.1.-; 3.2.1.55	reviewed
AT5G49460	Q9FGX1	ACLB2_ARATH	ACLB-2 At5g49460 K7J8.14	ATP-citrate synthase beta chain protein 2 (ATP-citrate synthase B-2) (EC 2.3.3.8) (ATP-citrate lyase B-2) (Citrate cleavage enzyme B-2)	2.3.3.8	reviewed
AT5G49500	P49966	SR542_ARATH	SRP-54B At5g49500 K6M13.4	Signal recognition particle subunit SRP54 2 (EC 3.6.5.4) (Signal recognition particle 54 kDa protein 2) (SRP54)	3.6.5.4	reviewed
AT5G49500	A0A1P8BGB2	A0A1P8BGB2_ARATH	At5g49500 K6M13.4 K6M13_4	Signal recognition particle, SRP54 subunit protein		unreviewed
AT5G49510	P57741	PFD3_ARATH	PFD3 GIM2 At5g49510 K6M13.5	Prefoldin subunit 3 (Gene involved in microtubule biogenesis 2)		reviewed
AT5G49530	A0A178UG18	A0A178UG18_ARATH	At5g49530 AXX17_At5g48350 AN1_LOCUS25201	SIN-like family protein		unreviewed
AT5G49550	F4K657	BL1S2_ARATH	BLOS2 At5g49550 K6M13.19	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)		reviewed
AT5G49555	A0A178UB47	A0A178UB47_ARATH	At5g49555 AXX17_At5g48380	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2		unreviewed
AT5G49570	Q9FGY9	PNG1_ARATH	PNG1 At5g49570 K6M13.12	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (EC 3.5.1.52) (Peptide:N-glycanase) (AtPNG1)	3.5.1.52	reviewed
AT5G49580	A0A1R7T373	A0A1R7T373_ARATH	At5g49580 K6M13.13 K6M13_13	Chaperone DnaJ-domain superfamily protein		unreviewed
AT5G49580	A0A384KV22	A0A384KV22_ARATH	At5g49580 AXX17_At5g48410	J domain-containing protein		unreviewed
AT5G49650	Q949W8	XK2_ARATH	XK2 XK-2 At5g49650 MNI5.3	Xylulose kinase 2 (Atxk-2) (Xylulokinase 2) (EC 2.7.1.17) (1-Deoxy-D-Xylulokinase) (DXK)	2.7.1.17	reviewed
AT5G49650	F4K670	F4K670_ARATH	XK-2 MNI5.3 MNI5_3 XK2 XYLULOSE KINASE 2 xylulose kinase-2 At5g49650	Xylulose kinase (EC 2.7.1.17)	2.7.1.17	unreviewed
AT5G49720	Q38890	GUN25_ARATH	KOR DEC KOR1 RSW2 At5g49720 K2I5.8	Endoglucanase 25 (EC 3.2.1.4) (Cellulase homolog OR16pep) (Endo-1,4-beta glucanase 25) (Protein KORRIGAN) (Protein RADIALLY SWOLLEN 2)	3.2.1.4	reviewed
AT5G49760	Q8GZ99	HPCA1_ARATH	HPCA1 At5g49760 K2I5	Leucine-rich repeat receptor protein kinase HPCA1 (EC 2.7.11.1) (Protein HYDROGEN-PEROXIDE-INDUCED CALCIUM INCREASES 1)	2.7.11.1	reviewed
AT5G49770	Q9LT96	Y5977_ARATH	At5g49770 K2I5.14	Probable leucine-rich repeat receptor-like protein kinase At5g49770 (EC 2.7.11.1)	2.7.11.1	reviewed
AT5G49810	Q9LTB2	MMT1_ARATH	MMT1 MMT At5g49810 K21G20.2	Methionine S-methyltransferase (EC 2.1.1.12) (AdoMet:Met S-methyltransferase)	2.1.1.12	reviewed
AT5G49820	Q93YU2	RUS6_ARATH	RUS6 EMB1879 At5g49820 K21G20.3	Protein root UVB sensitive 6		reviewed
AT5G49830	Q9LTB0	EX84B_ARATH	EXO84B At5g49830 K21G20.4	Exocyst complex component EXO84B (AtExo80b)		reviewed
AT5G49830	F4K7F4	F4K7F4_ARATH	EXO84B exocyst complex component 84B At5g49830 K21G20.4 K21G20_4	Exocyst complex component 84B		unreviewed
AT5G49830	F4K7F5	F4K7F5_ARATH	EXO84B exocyst complex component 84B At5g49830 K21G20.4 K21G20_4	Exocyst complex component 84B		unreviewed
AT5G49900	A0A1P8BD83	A0A1P8BD83_ARATH	At5g49900 K9P8.4 K9P8_4	Beta-glucosidase, GBA2 type family protein		unreviewed
AT5G49900	Q8GUI9	Q8GUI9_ARATH	At5g49900 K9P8.4 K9P8_4	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	3.2.1.45	unreviewed
AT5G49910	Q9LTX9	HSP7G_ARATH	HSP70-7 CPHSC70-2 HSC70-7 At5g49910 K9P8.5	Heat shock 70 kDa protein 7, chloroplastic (Chloroplast heat shock protein 70-2) (cpHsc70-2) (Heat shock protein 70-7) (AtHsp70-7)		reviewed
AT5G49950	Q9LTX5	Q9LTX5_ARATH	At5g49950 K9P8.9 K9P8_9	Alpha/beta-Hydrolases superfamily protein (Similarity to alpha/beta hydrolase)		unreviewed
AT5G49970	Q9LTX3	PPOX1_ARATH	PPOX1 PDX3 PDXH At5g49970 K9P8.11	Pyridoxine/pyridoxamine 5'-phosphate oxidase 1, chloroplastic (AtPPOX1) [Includes: Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase); Probable NAD(P)HX epimerase (EC 5.1.99.6)]	1.4.3.5; 5.1.99.6	reviewed
AT5G49980	Q9LTX2	TIR1L_ARATH	At5g49980 K9P8.12	Transport inhibitor response 1-like protein (TIR1-like protein)		reviewed
AT5G50020	Q8VYS8	ZDH24_ARATH	PAT09 At5g50020 MPF21.3	Probable protein S-acyltransferase 9 (EC 2.3.1.225) (Probable palmitoyltransferase At5g50020) (Zinc finger DHHC domain-containing protein At5g50020)	2.3.1.225	reviewed
AT5G50020	A0A5S9YCM5	A0A5S9YCM5_ARATH	At5g50020 C24_LOCUS25079	S-acyltransferase (EC 2.3.1.225) (Palmitoyltransferase)	2.3.1.225	unreviewed
AT5G50100	Q8W485	Y5010_ARATH	At5g50100 MPF21.11	Uncharacterized protein At5g50100, chloroplastic		reviewed
AT5G50210	Q9FGS4	NADA_ARATH	QS OLD5 SUFE3 At5g50210 K6A12.7	Quinolinate synthase, chloroplastic (EC 2.5.1.72) (Protein ONSET OF LEAF DEATH 5) (Protein SULFUR E 3)	2.5.1.72	reviewed
AT5G50250	Q9FGS0	CP31B_ARATH	CP31B At5g50250 K6A12.11	RNA-binding protein CP31B, chloroplastic		reviewed
AT5G50320	Q93ZR1	ELP3_ARATH	HAG3 EAST1 ELO3 ELP3 At5g50320 MXI22.3	Elongator complex protein 3 (AtELP3) (EC 2.3.1.311) (Elongator component 3) (Protein ELONGATA 3) (Protein ENHANCER-OF-ASYMMETRIC-LEAVES-TWO1) (tRNA uridine(34) acetyltransferase)	2.3.1.311	reviewed
AT5G50370	Q9FK35	KAD3_ARATH	ADK2 At5g50370 MXI22.8	Adenylate kinase 3 (AK 3) (EC 2.7.4.3) (ATP-AMP transphosphorylase 3) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase 3) (AMK3)	2.7.4.3	reviewed
AT5G50370	A0A1P8BFG5	A0A1P8BFG5_ARATH	MXI22.8 MXI22_8 At5g50370	adenylate kinase (EC 2.7.4.3) (ATP:AMP phosphotransferase)	2.7.4.3	unreviewed
AT5G50380	A0A178UQK7	A0A178UQK7_ARATH	At5g50380 AXX17_At5g49270 AN1_LOCUS25293	Exocyst subunit Exo70 family protein		unreviewed
AT5G50460	P0DI75	S61G2_ARATH	SEC61G2 At5g50460 MBA10.1	Protein transport protein Sec61 subunit gamma-2		reviewed
AT5G50530	Q0WLC7	Y5053_ARATH	CBSCBSPB4 At5g50530 MBA10.9	CBS domain-containing protein CBSCBSPB4		reviewed
AT5G50640	P0DH79	Y5064_ARATH	CBSCBSPB5 At5g50640 MFB16.3	CBS domain-containing protein CBSCBSPB5		reviewed
AT5G50750	Q9LUE6	RGP4_ARATH	RGP4 At5g50750 MFB16.25	Probable UDP-arabinopyranose mutase 4 (EC 5.4.99.30) (Reversibly glycosylated polypeptide 4) (AtRGP4) (UDP-L-arabinose mutase 4)	5.4.99.30	reviewed
AT5G50810	Q9XGY4	TIM8_ARATH	TIM8 At5g50810 K7B16.3	Mitochondrial import inner membrane translocase subunit TIM8		reviewed
AT5G50840	F4KAG0	F4KAG0_ARATH	At5g50840 K7B16.6 K7B16_6	Alpha-taxilin-like protein		unreviewed
AT5G50840	Q8RXD7	Q8RXD7_ARATH	At5g50840 K7B16.6 K7B16_6	Alpha-taxilin-like protein (At5g50840)		unreviewed
AT5G50850	Q38799	ODPB1_ARATH	PDH2 MAB1 At5g50850 K16E14.1	Pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial (PDHE1-B) (EC 1.2.4.1) (Protein MACCI-BOU)	1.2.4.1	reviewed
AT5G50860	A0A1P8BGH2	A0A1P8BGH2_ARATH	At5g50860 K16E14.1	Protein kinase superfamily protein		unreviewed
AT5G50860	A0A654G9U8	A0A654G9U8_ARATH	At5g50860 AN1_LOCUS25331	Protein kinase domain-containing protein		unreviewed
AT5G50870	Q9FI61	UBC27_ARATH	UBC27 UBC1 At5g50870 K3K7.1	Ubiquitin-conjugating enzyme E2 27 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 27) (Ubiquitin carrier protein 27)	2.3.2.23	reviewed
AT5G50870	F4KAG5	F4KAG5_ARATH	UBC27 At5g50870 K3K7.1 K3K7_1	Ubiquitin-conjugating enzyme 27		unreviewed
AT5G50920	Q9FI56	CLPC1_ARATH	CLPC1 DCA1 HSP93-V IRM1 At5g50920 K3K7.7	Chaperone protein ClpC1, chloroplastic (ATP-dependent Clp protease ATP-binding subunit ClpC homolog 1) (Casein lytic proteinase C1) (Protein DE-REGULATED CAO ACCUMULATION 1) (Protein IRON-RESCUED MUTANT 1)		reviewed
AT5G50950	Q9FI53	FUM2_ARATH	FUM2 At5g50950 K3K7.11	Fumarate hydratase 2 (AtFUM2) (Fumarase 2) (EC 4.2.1.2)	4.2.1.2	reviewed
AT5G50950	A0A1P8BDR1	A0A1P8BDR1_ARATH	FUM2 FUMARASE 2 At5g50950 K3K7.11 K3K7_11	fumarate hydratase (EC 4.2.1.2)	4.2.1.2	unreviewed
AT5G50950	B3H477	B3H477_ARATH	FUM2 FUMARASE 2 At5g50950 K3K7.11 K3K7_11	fumarate hydratase (EC 4.2.1.2)	4.2.1.2	unreviewed
AT5G50950	B9DFR5	B9DFR5_ARATH	At5g50950	fumarate hydratase (EC 4.2.1.2)	4.2.1.2	unreviewed
AT5G50960	Q8H1Q2	NBP35_ARATH	NBP35 At5g50960 K3K7.12	Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide binding protein 35) (AtNBP35)		reviewed
AT5G51010	A0A178UGM8	A0A178UGM8_ARATH	At5g51010 AXX17_At5g49800	Rubredoxin-like domain-containing protein		unreviewed
AT5G51050	Q9FI43	MAPC2_ARATH	APC2 At5g51050 K3K7.23	Calcium-dependent mitochondrial ATP-magnesium/phosphate carrier protein 2 (AtAPC2) (Mitochondrial ATP-Mg/Pi carrier protein 2)		reviewed
AT5G51070	P42762	CLPD_ARATH	CLPD ERD1 SAG15 At5g51070 K3K7.27	Chaperone protein ClpD, chloroplastic (EC 3.6.1.-) (ATP-dependent Clp protease ATP-binding subunit ClpD homolog) (Casein lytic proteinase D) (ERD1 protein) (Protein EARLY RESPONSIVE TO DEHYDRATION 1) (Protein SENESCENCE ASSOCIATED GENE 15)	3.6.1.-	reviewed
AT5G51100	Q9LU64	SODF2_ARATH	FSD2 APG8 At5g51100 MWD22.4	Superoxide dismutase [Fe] 2, chloroplastic (EC 1.15.1.1) (Protein ALBINO OR PALE GREEN 8) (Protein FE SUPEROXIDE DISMUTASE 2)	1.15.1.1	reviewed
AT5G51100	A0A1P8BBJ5	A0A1P8BBJ5_ARATH	FSD2 Fe superoxide dismutase 2 MWD22.4 MWD22_4 At5g51100	superoxide dismutase (EC 1.15.1.1)	1.15.1.1	unreviewed
AT5G51100	A0A1P8BBK0	A0A1P8BBK0_ARATH	FSD2 Fe superoxide dismutase 2 MWD22.4 MWD22_4 At5g51100	Superoxide dismutase (EC 1.15.1.1)	1.15.1.1	unreviewed
AT5G51100	A0A1P8BBM1	A0A1P8BBM1_ARATH	FSD2 Fe superoxide dismutase 2 MWD22.4 MWD22_4 At5g51100	Superoxide dismutase (EC 1.15.1.1)	1.15.1.1	unreviewed
AT5G51110	Q9LU63	ATP1_ARATH	ATP1 PDL1 SDIRIP1 At5g51110 MWD22.5	Probable pterin-4-alpha-carbinolamine dehydratase, chloroplastic (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (PCD/DCoH-like protein 1) (Protein AIRP2 TARGET PROTEIN 1) (Protein SDIR1-INTERACTING PROTEIN 1)	4.2.1.96	reviewed
AT5G51110	F4KBV0	F4KBV0_ARATH	SDIRIP1 MWD22.5 MWD22_5 At5g51110	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96)	4.2.1.96	unreviewed
AT5G51120	Q93VI4	PABN1_ARATH	PABN1 At5g51120 MWD22.6	Polyadenylate-binding protein 1 (AtPabN1) (Poly(A)-binding protein 1) (Nuclear poly(A)-binding protein 1) (Poly(A)-binding protein I) (PABI)		reviewed
AT5G51120	F4KBV2	F4KBV2_ARATH	PABN1 ATPABN1 MWD22.6 MWD22_6 At5g51120	Polyadenylate-binding protein 1		unreviewed
AT5G51120	F4KBV3	F4KBV3_ARATH	PABN1 ATPABN1 MWD22.6 MWD22_6 At5g51120	Polyadenylate-binding protein 1		unreviewed
AT5G51220	A0A178U764	A0A178U764_ARATH	At5g51220 AXX17_At5g50010 AT9943_LOCUS21873	(thale cress) hypothetical protein		unreviewed
AT5G51220	A0A1P8BG53	A0A1P8BG53_ARATH	MWD22.17 MWD22_17 At5g51220	Ubiquinol-cytochrome C chaperone family protein		unreviewed
AT5G51220	A0A1P8BG65	A0A1P8BG65_ARATH	MWD22.17 MWD22_17 At5g51220	Ubiquinol-cytochrome C chaperone family protein		unreviewed
AT5G51280	Q9LU46	RH35_ARATH	RH35 At5g51280 MWD22.23	DEAD-box ATP-dependent RNA helicase 35 (EC 3.6.4.13)	3.6.4.13	reviewed
AT5G51545	F4KDA6	LPA2_ARATH	LPA2 At5g51545 K17N15.9	Protein LPA2 (Protein LOW PSII ACCUMULATION 2, chloroplastic)		reviewed
AT5G51550	Q9FHM9	EXOL3_ARATH	EXL3 At5g51550 K17N15.10	Protein EXORDIUM-like 3		reviewed
AT5G51570	Q9FHM7	HIR4_ARATH	HIR4 At5g51570 K17N15.12	Hypersensitive-induced response protein 4 (AtHIR4)		reviewed
AT5G51720	Q9FLI7	NEET_ARATH	NEET At5g51720 MIO24.14	CDGSH iron-sulfur domain-containing protein NEET (At-NEET)		reviewed
AT5G51820	Q9SCY0	PGMP_ARATH	PGMP PGM RGV2 At5g51820 MIO24.4	Phosphoglucomutase, chloroplastic (PGM) (EC 5.4.2.2) (Glucose phosphomutase) (Protein REDUCED GRAVITROPIC 2)	5.4.2.2	reviewed
AT5G51830	Q9FLH8	SCRK7_ARATH	At5g51830 MIO24.3	Probable fructokinase-7 (EC 2.7.1.4)	2.7.1.4	reviewed
AT5G51970	Q9FJ95	DHSO_ARATH	SDH At5g51970 MSG15.7	Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)	1.1.1.-; 1.1.1.56; 1.1.1.9	reviewed
AT5G52010	A0A178UA35	A0A178UA35_ARATH	At5g52010 AXX17_At5g50880 AN1_LOCUS25452 C24_LOCUS25283	C2H2-type domain-containing protein		unreviewed
AT5G52100	Q9FJ82	DAPB3_ARATH	DAPB3 CRR1 At5g52100 MSG15.20	Dihydrodipicolinate reductase-like protein CRR1, chloroplastic (4-hydroxy-tetrahydrodipicolinate reductase 3) (HTPA reductase 3) (Protein CHLORORESPIRATORY REDUCTION 1)		reviewed
AT5G52200	Q9LTK0	IPP2_ARATH	I-2 At5g52200 F17P19.10	Protein phosphatase inhibitor 2 (AtI-2) (IPP-2)		reviewed
AT5G52200	F4KEU1	F4KEU1_ARATH	I-2 AtI-2 inhibitor-2 At5g52200 F17P19.10 F17P19_10	Phosphoprotein phosphatase inhibitor		unreviewed
AT5G52210	Q38921	Q38921_ARATH	GB1 ATARLB1 ATGB1 GTP-binding protein 1 GTP-BINDING PROTEIN ATGB1 At5g52210 F17P19.11 F17P19_11	At5g52210 (GTP-binding protein 1) (GTP-binding protein ATGB1) (GTP-binding protein-like)		unreviewed
AT5G52240	Q9XFM6	MSBP1_ARATH	MSBP1 MAPR5 MP1 At5g52240 F17P19.14	Membrane steroid-binding protein 1 (AtMP1) (Membrane-associated progesterone-binding protein 5) (AtMAPR5)		reviewed
AT5G52240	F4KG44	F4KG44_ARATH	MSBP1 AtMAPR5 ATMP1 At5g52240 F17P19.14 F17P19_14	Membrane steroid binding protein 1		unreviewed
AT5G52310	Q06738	RD29A_ARATH	RD29A COR78 LTI140 LTI78 At5g52310 K24M7.4	Low-temperature-induced 78 kDa protein (Desiccation-responsive protein 29A)		reviewed
AT5G52320	A0A178UE51	A0A178UE51_ARATH	At5g52320 AXX17_At5g51200 AN1_LOCUS25485 C24_LOCUS25312	CYP96A4		unreviewed
AT5G52320	A0A1P8BA57	A0A1P8BA57_ARATH	CYP96A4 cytochrome P450 family 96 polypeptide 4 subfamily A At5g52320 K24M7.5 K24M7_5	Cytochrome P450, family 96, subfamily A, polypeptide 4		unreviewed
AT5G52380	A0A178UL73	A0A178UL73_ARATH	At5g52380 AXX17_At5g51260 AN1_LOCUS25491 C24_LOCUS25318	CCHC-type domain-containing protein		unreviewed
AT5G52410	A0A1R7T3E3	A0A1R7T3E3_ARATH	At5g52410 K24M7.15 K24M7_15	Oxidoreductase/transition metal ion-binding protein		unreviewed
AT5G52410	F4KG64	F4KG64_ARATH	At5g52410 K24M7.15 K24M7_15	Oxidoreductase/transition metal ion-binding protein		unreviewed
AT5G52410	F4KG65	F4KG65_ARATH	At5g52410 K24M7.15 K24M7_15	Oxidoreductase/transition metal ion-binding protein		unreviewed
AT5G52420	A0A178UH76	A0A178UH76_ARATH	At5g52420 AXX17_At5g51300	Transmembrane protein		unreviewed
AT5G52440	Q9XH75	TATB_ARATH	TATB HCF106 At5g52440 K24M7.19	Sec-independent protein translocase protein TATB, chloroplastic (Protein HIGH CHLOROPHYLL FLUORESCENCE 106) (Protein TWIN-ARGININE TRANSLOCATION B)		reviewed
AT5G52470	Q9FEF8	FBRL1_ARATH	FIB1 FBR1 MED36_2 MED36B SKIP7 At5g52470 K24M7.22	rRNA 2'-O-methyltransferase fibrillarin 1 (AtFbr1) (AtFib1) (EC 2.1.1.-) (Fibrillarin-like protein 1) (Histone-glutamine methyltransferase) (SKP1-interacting partner 7)	2.1.1.-	reviewed
AT5G52490	Q9FHB3	FBRL3_ARATH	FIB3 At5g52490 K24M7.24	Putative rRNA 2'-O-methyltransferase fibrillarin 3 (EC 2.1.1.-) (Fibrillarin-like protein 3) (Histone-glutamine methyltransferase)	2.1.1.-	reviewed
AT5G52520	Q9FYR6	SYPM_ARATH	OVA6 At5g52520 T4M5.3	Proline--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.15) (Prolyl-tRNA Synthetase 1) (PRORS1) (Prolyl-tRNA synthetase) (ProRS) (Protein OVULE ABORTION 6)	6.1.1.15	reviewed
AT5G52540	A0A178UDX3	A0A178UDX3_ARATH	At5g52540 AXX17_At5g51420 AN1_LOCUS25509 AT9943_LOCUS21989	(thale cress) hypothetical protein		unreviewed
AT5G52560	Q9C5I1	USP_ARATH	USP At5g52560 F6N7.4	UDP-sugar pyrophosphorylase (AtUSP) (EC 2.7.7.64)	2.7.7.64	reviewed
AT5G52640	P27323	HS901_ARATH	HSP90-1 HSP81-1 HSP83 At5g52640 F6N7.13	Heat shock protein 90-1 (AtHSP90.1) (AtHsp90-1) (Heat shock protein 81-1) (Hsp81-1) (Heat shock protein 83)		reviewed
AT5G52650	Q9LTF2	RS103_ARATH	RPS10C At5g52650 F6N7.14	Small ribosomal subunit protein eS10x (40S ribosomal protein S10-3)		reviewed
AT5G52780	Q9LTD9	Y5278_ARATH	At5g52780 F6N7.27	Uncharacterized protein PAM68-like		reviewed
AT5G52840	Q9FLX7	NDUA5_ARATH	At5g52840 MXC20.6	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5, mitochondrial		reviewed
AT5G52840	A0A1P8BD41	A0A1P8BD41_ARATH	MXC20.6 MXC20_6 At5g52840	NADH-ubiquinone oxidoreductase-like protein		unreviewed
AT5G52890	A0A178UJL2	A0A178UJL2_ARATH	At5g52890 AXX17_At5g51770	AT hook motif-containing protein		unreviewed
AT5G52890	A0A654GAC5	A0A654GAC5_ARATH	At5g52890 AN1_LOCUS25546	AT hook motif-containing protein		unreviewed
AT5G52920	Q9FLW9	PKP2_ARATH	PKP2 PKP1 At5g52920 MXC20.15	Plastidial pyruvate kinase 2 (PKp2) (EC 2.7.1.40) (Plastidial pyruvate kinase 1) (PKP1) (Pyruvate kinase III) (Pyruvate kinase isozyme B1, chloroplastic) (PKP-BETA1) (Plastidic pyruvate kinase beta subunit 1)	2.7.1.40	reviewed
AT5G52960	A0A178U8T4	A0A178U8T4_ARATH	At5g52960 AXX17_At5g51840 AN1_LOCUS25553 AT9943_LOCUS22023 C24_LOCUS25382	(thale cress) hypothetical protein		unreviewed
AT5G52970	Q9LVV5	TL15B_ARATH	At5g52970 MNB8_3	Thylakoid lumenal 15.0 kDa protein 2, chloroplastic		reviewed
AT5G53070	A0A178UBR6	A0A178UBR6_ARATH	At5g53070 AXX17_At5g51990 AN1_LOCUS25567	Large ribosomal subunit protein bL9c (50S ribosomal protein L9, chloroplastic) (CL9)		unreviewed
AT5G53120	Q94BN2	SPSY_ARATH	SPMS SPDS3 At5g53120 MFH8.5	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	2.5.1.22	reviewed
AT5G53120	A0A1R7T3F8	A0A1R7T3F8_ARATH	SPDS3 ATSPDS3 MFH8.5 MFH8_5 SPERMIDINE SYNTHASE 3 spermidine synthase 3 SPMS At5g53120	Spermidine synthase 3		unreviewed
